id,title,abstract,authors,year,source,category,pdf_url,url,scrape_status,cleaned_text
157,The role of mobile application acceptance in shaping e-customer service,"… This study focused on examining the role of mobile application (app) … the role of mobile app
acceptance in shaping e-customer service. The multiple features associated with mobile app …","LT Khrais, AM Alghamdi",2021,Future Internet,mobile application,https://www.mdpi.com/1999-5903/13/3/77,https://www.mdpi.com/1999-5903/13/3/77,pdf_failed,the role of mobile application acceptance in shaping ecustomer service this study focused on examining the role of mobile application app the role of mobile app acceptance in shaping ecustomer service the multiple features associated with mobile app
158,Determinants of mobile apps adoption among young adults: theoretical extension and analysis,"… Mobile applications (apps) are now the most essential part of daily life. In this context, this …
to use mobile apps. b) analyze the factors determining the usage of mobile applications in an …","A Mehra, J Paul, RPS Kaurav",2021,Journal of Marketing …,mobile application,https://www.researchgate.net/profile/Aashish-Mehra/publication/339231697_Determinants_of_mobile_apps_adoption_among_young_adults_theoretical_extension_and_analysis/links/67d7ca22e62c604a0ddbf14b/Determinants-of-mobile-apps-adoption-among-young-adults-theoretical-extension-and-analysis.pdf,https://www.tandfonline.com/doi/abs/10.1080/13527266.2020.1725780,pdf_failed,determinants of mobile apps adoption among young adults theoretical extension and analysis mobile applications apps are now the most essential part of daily life in this context this to use mobile apps analyze the factors determining the usage of mobile applications in an
159,Deep learning methods for accurate skin cancer recognition and mobile application,"… to be used in a mobile application. To be able to build an effective mobile application, it is …
for our mobile application to be able to classify skin lesions using a common smartphone. …","I Kousis, I Perikos, I Hatzilygeroudis, M Virvou",2022,Electronics,mobile application,https://www.mdpi.com/2079-9292/11/9/1294,https://www.mdpi.com/2079-9292/11/9/1294,pdf_failed,deep learning methods for accurate skin cancer recognition and mobile application to be used in mobile application to be able to build an effective mobile application it is for our mobile application to be able to classify skin lesions using common smartphone
160,Features and Functionalities of Medical Mobile Applications for the Endemic Phase of COVID‐19: Review and Content Analysis,"… mobile applications to aid users in choosing a suitable app … of their current or future mobile
applications to improve quality. … features of COVID-19 mobile applications available in Apple’…","MJ Loy, KW Goh, N Osili, LC Ming…",2022,… in Microbes and …,mobile application,https://repository.unair.ac.id/124450/1/Bukti%20Artikel%20C-23.pdf,https://repository.unair.ac.id/124450/,pdf_failed,features and functionalities of medical mobile applications for the endemic phase of covid review and content analysis mobile applications to aid users in choosing suitable app of their current or future mobile applications to improve quality features of covid mobile applications available in apple
161,Enhancing user engagement: The role of gamification in mobile apps,"… users’ engagement with their mobile apps. However, more … Data from 276 users of a mobile
gamified app were analyzed … help developers design more effective gamified mobile apps. …","P Bitrián, I Buil, S Catalán",2021,Journal of Business Research,mobile application,https://www.sciencedirect.com/science/article/pii/S0148296321002666,https://www.sciencedirect.com/science/article/pii/S0148296321002666,pdf_failed,enhancing user engagement the role of gamification in mobile apps users engagement with their mobile apps however more data from users of mobile gamified app were analyzed help developers design more effective gamified mobile apps
162,Mobile apps for SME business sustainability during COVID-19 and onwards,"… mobile apps to improve their business efficiency during the pandemic. We aim to recognize
effective measures and actions taken by SMEs that have turned to mobile-app-… mobile-app-…","S Rakshit, N Islam, S Mondal, T Paul",2021,Journal of Business Research,mobile application,https://pmc.ncbi.nlm.nih.gov/articles/PMC8567207/pdf/main.pdf,https://www.sciencedirect.com/science/article/pii/S0148296321004100,pdf_failed,mobile apps for sme business sustainability during covid and onwards mobile apps to improve their business efficiency during the pandemic we aim to recognize effective measures and actions taken by smes that have turned to mobileapp mobileapp
163,Evaluating the quality and safety of health-related apps and e-tools: Adapting the Mobile App Rating Scale and developing a quality assurance protocol,"… Mobile App Rating Scale (MARS) in order to be appropriate for the evaluation of both mobile
phone applications as … protocol for identifying and rating new apps and e-tools to determine …","AE Roberts, TA Davenport, T Wong, HW Moon…",2021,Internet …,mobile application,https://www.sciencedirect.com/science/article/pii/S2214782921000191,https://www.sciencedirect.com/science/article/pii/S2214782921000191,pdf_failed,evaluating the quality and safety of healthrelated apps and etools adapting the mobile app rating scale and developing quality assurance protocol mobile app rating scale mars in order to be appropriate for the evaluation of both mobile phone applications as protocol for identifying and rating new apps and etools to determine
164,Augmented reality technology adoption: Case of a mobile application in Turkey,"… ) technology has become widespread in mobile devices. As with user … of applications in
mobile augmented reality (MAR) applications. In this study, the factors affecting the use of mobile …","M Yavuz, E Çorbacıoğlu, AN Başoğlu, TU Daim…",2021,Technology in …,mobile application,https://openaccess.iyte.edu.tr/bitstreams/a561e5eb-48ba-4d2d-aa2c-e744ff8ae71a/download,https://www.sciencedirect.com/science/article/pii/S0160791X21000737,pdf_failed,augmented reality technology adoption case of mobile application in turkey technology has become widespread in mobile devices as with user of applications in mobile augmented reality mar applications in this study the factors affecting the use of mobile
165,Faster segment anything: Towards lightweight sam for mobile applications,"… edge devices, like mobile phones. In this work, we aim to make SAM mobile-friendly by …
smaller, making it more suitable for mobile applications. Moreover, we show that MobileSAM can …","C Zhang, D Han, Y Qiao, JU Kim, SH Bae…",2023,arXiv preprint arXiv …,mobile application,https://arxiv.org/pdf/2306.14289,https://arxiv.org/abs/2306.14289,pdf_downloaded,faster segment anything towards lightweight sam for mobile applications edge devices like mobile phones in this work we aim to make sam mobilefriendly by smaller making it more suitable for mobile applications moreover we show that mobilesam can
166,Towards a new learning experience through a mobile application with augmented reality in engineering education,"… The application of augmented reality (AR) in education … effect of an augmented reality mobile
application (NetAR) that … established to work with the application for three weeks for three …","S Criollo-C, D Abad-Vásquez, M Martic-Nieto…",2021,Applied Sciences,mobile application,https://www.mdpi.com/2076-3417/11/11/4921,https://www.mdpi.com/2076-3417/11/11/4921,pdf_failed,towards new learning experience through mobile application with augmented reality in engineering education the application of augmented reality ar in education effect of an augmented reality mobile application netar that established to work with the application for three weeks for three
169,Combating against potentially harmful mobile apps,"… Mobile apps make our life much easier and simple in other aspects number of potentially
harmful applications … The number of mobile apps has an exponential increase over the past few …","M Suleman, TR Soomro, TM Ghazal…",2021,… Conference on Artificial …,mobile application,,https://link.springer.com/chapter/10.1007/978-3-030-76346-6_15,no_pdf,combating against potentially harmful mobile apps mobile apps make our life much easier and simple in other aspects number of potentially harmful applications the number of mobile apps has an exponential increase over the past few
170,Mobile apps to improve medication adherence in cardiovascular disease: systematic review and meta-analysis,"… This study included 16 RCTs that assessed the effectiveness of mobile app–based
interventions on medication adherence [19-34]. A total of 9 trials showed a statistically significant …","S Al-Arkee, J Mason, DA Lane, L Fabritz…",2021,Journal of medical …,mobile application,https://www.jmir.org/2021/5/e24190/,https://www.jmir.org/2021/5/e24190/,pdf_failed,mobile apps to improve medication adherence in cardiovascular disease systematic review and metaanalysis this study included rcts that assessed the effectiveness of mobile app based interventions on medication adherence total of trials showed statistically significant
171,Engaging shoppers through mobile apps: the role of gamification,"… driving consumers' intention to buy using a mobile app, namely: shopping gamification, …
mobile app and as moderator of the shopping engagement – intention to buy using a mobile app …","F De Canio, M Fuentes-Blasco…",2021,International Journal of …,mobile application,https://www.emerald.com/ijrdm/article/49/7/919/158233,https://www.emerald.com/ijrdm/article/49/7/919/158233,pdf_failed,engaging shoppers through mobile apps the role of gamification driving consumers intention to buy using mobile app namely shopping gamification mobile app and as moderator of the shopping engagement intention to buy using mobile app
172,A review of mobile applications available in the app and google play stores used during the COVID-19 outbreak,"… This study adopted a systematic search strategy to identify the free mobile applications related
to the COVID-19 outbreak available in the App and Google Play stores. Keywords such as …",T Alanzi,2021,Journal of multidisciplinary healthcare,mobile application,https://www.tandfonline.com/doi/pdf/10.2147/jmdh.s285014,https://www.tandfonline.com/doi/abs/10.2147/JMDH.S285014,pdf_failed,review of mobile applications available in the app and google play stores used during the covid outbreak this study adopted systematic search strategy to identify the free mobile applications related to the covid outbreak available in the app and google play stores keywords such as
173,"Hydrogen storage technologies for stationary and mobile applications: Review, analysis and perspectives","… stationary and automotive applications. Therefore, … application needs which may be time
variant. Inside this review, the critical insights and recommendations about suitable applications …","IA Hassan, HS Ramadan, MA Saleh, D Hissel",2021,… and Sustainable Energy …,mobile application,https://www.sciencedirect.com/science/article/am/pii/S1364032121005980,https://www.sciencedirect.com/science/article/pii/S1364032121005980,pdf_failed,hydrogen storage technologies for stationary and mobile applications review analysis and perspectives stationary and automotive applications therefore application needs which may be time variant inside this review the critical insights and recommendations about suitable applications
174,"Would you like to shop via mobile app technology? The technology acceptance model, social factors and purchase intention","… First, users do not typically view mobile apps as interruptive of their mobile experience, and
second, mobile apps are expected to offer users highly targetable experiences that are close …","A Vahdat, A Alizadeh, S Quach…",2021,Australasian Marketing …,mobile application,,https://journals.sagepub.com/doi/abs/10.1016/j.ausmj.2020.01.002,no_pdf,would you like to shop via mobile app technology the technology acceptance model social factors and purchase intention first users do not typically view mobile apps as interruptive of their mobile experience and second mobile apps are expected to offer users highly targetable experiences that are close
175,Mobile apps for healthy living: Factors influencing continuance intention for health apps,"… , but few studies consider Continuance Intention (CI) for mobile health apps. Drawing on the
… health apps. The model is validated using PLS analysis and data from 397 health app users …","M Yan, R Filieri, E Raguseo, M Gorton",2021,Technological Forecasting and …,mobile application,,https://www.sciencedirect.com/science/article/pii/S0040162521000767,no_pdf,mobile apps for healthy living factors influencing continuance intention for health apps but few studies consider continuance intention ci for mobile health apps drawing on the health apps the model is validated using pls analysis and data from health app users
176,Consumer adoption of the Uber mobile application: Insights from diffusion of innovation theory and technology acceptance model,"… Uber mobile application are … mobile application was introduced. By comparing it to the
previous methods that the users have been utilizing, the overall evaluation of mobile applications’ …","S Min, KKF So, M Jeong",2021,Future of tourism marketing,mobile application,https://www.researchgate.net/profile/Somang-Min/publication/326847397_Consumer_Adoption_of_the_Uber_Mobile_Application_Insights_from_Diffusion_of_Innovation_Theory_and_Technology_Acceptance_Model/links/5bbbebdf299bf1049b75dae9/Consumer-Adoption-of-the-Uber-Mobile-Application-Insights-from-Diffusion-of-Innovation-Theory-and-Technology-Acceptance-Model.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003176039-2/consumer-adoption-uber-mobile-application-insights-diffusion-innovation-theory-technology-acceptance-model-somang-min-kevin-kam-fung-miyoung-jeong,pdf_failed,consumer adoption of the uber mobile application insights from diffusion of innovation theory and technology acceptance model uber mobile application are mobile application was introduced by comparing it to the previous methods that the users have been utilizing the overall evaluation of mobile applications
177,Predicting consumers' purchase intention through fast fashion mobile apps: The mediating role of attitude and the moderating role of COVID-19,"… use mobile applications for different purposes to manage their daily activities more conveniently
and efficiently. Thus, mobile apps … and social attributes of mobile apps on consumers' …","RA Pop, E Hlédik, DC Dabija",2023,Technological Forecasting and Social …,mobile application,,https://www.sciencedirect.com/science/article/pii/S0040162522006321,no_pdf,predicting consumers purchase intention through fast fashion mobile apps the mediating role of attitude and the moderating role of covid use mobile applications for different purposes to manage their daily activities more conveniently and efficiently thus mobile apps and social attributes of mobile apps on consumers
178,The impact of mobile application features on children's language and literacy learning: a systematic review,"… Mobile touchscreen applications present new opportunities … on the impact of features of
mobile applications on children’s … four features of mobile touchscreen applications: inbuilt …","SA Booton, A Hodgkiss, VA Murphy",2023,… Assisted Language Learning,mobile application,https://www.tandfonline.com/doi/pdf/10.1080/09588221.2021.1930057,https://www.tandfonline.com/doi/abs/10.1080/09588221.2021.1930057,pdf_failed,the impact of mobile application features on childrens language and literacy learning systematic review mobile touchscreen applications present new opportunities on the impact of features of mobile applications on children s four features of mobile touchscreen applications inbuilt
179,Consistency analysis of data-usage purposes in mobile apps,"… Our analysis of 23.1k Android apps has also shown PurPliance to detect contradictions in …
69.66% of apps, indicating the prevalence of inconsistencies of data practices in mobile apps. …","D Bui, Y Yao, KG Shin, JM Choi, J Shin",2021,Proceedings of the,mobile application,https://dl.acm.org/doi/pdf/10.1145/3460120.3484536,https://dl.acm.org/doi/abs/10.1145/3460120.3484536,pdf_failed,consistency analysis of datausage purposes in mobile apps our analysis of android apps has also shown purpliance to detect contradictions in of apps indicating the prevalence of inconsistencies of data practices in mobile apps
180,Understanding and predicting the adoption of fitness mobile apps: evidence from China,"… in diet and fitness mobile applications (apps) has prompted … behaviors on a specific fitness
app? By combining the unified … app (ranked first in the weight-loss category on the App Store …","J Wei, A Vinnikova, L Lu, J Xu",2021,Health communication,mobile application,,https://www.tandfonline.com/doi/abs/10.1080/10410236.2020.1724637,no_pdf,understanding and predicting the adoption of fitness mobile apps evidence from china in diet and fitness mobile applications apps has prompted behaviors on specific fitness app by combining the unified app ranked first in the weightloss category on the app store
181,A new mobile application of agricultural pests recognition using deep learning in cloud computing system,"… mobile application to automatically classify pests using a deep-learning solution for supporting
specialists and farmers. The developed application … our developed application for on-line …","ME Karar, F Alsunaydi, S Albusaymi…",2021,Alexandria Engineering …,mobile application,https://www.sciencedirect.com/science/article/pii/S1110016821001642,https://www.sciencedirect.com/science/article/pii/S1110016821001642,pdf_failed,new mobile application of agricultural pests recognition using deep learning in cloud computing system mobile application to automatically classify pests using deeplearning solution for supporting specialists and farmers the developed application our developed application for online
182,Text mining approach to explore determinants of grocery mobile app satisfaction using online customer reviews,"… for grocery mobile apps in the highly competitive app market. … satisfaction for grocery
mobile apps using online reviews. … to business managers of grocery mobile apps for decision-…","A Kumar, S Chakraborty, PK Bala",2023,Journal of retailing and consumer …,mobile application,,https://www.sciencedirect.com/science/article/pii/S0969698923001108,no_pdf,text mining approach to explore determinants of grocery mobile app satisfaction using online customer reviews for grocery mobile apps in the highly competitive app market satisfaction for grocery mobile apps using online reviews to business managers of grocery mobile apps for decision
183,… benefits and ethical challenges in the rise of mHealth (mobile healthcare) technology for the common good: An analysis of mobile applications for health specialists,"… indicate expectations for apps with more … mobile apps for professionals, the ethical challenges
that accompany them, and the requirements IT developers must address to increase apps’ …","P Galetsi, K Katsaliaki, S Kumar",2023,Technovation,mobile application,,https://www.sciencedirect.com/science/article/pii/S0166497222001456,no_pdf,benefits and ethical challenges in the rise of mhealth mobile healthcare technology for the common good an analysis of mobile applications for health specialists indicate expectations for apps with more mobile apps for professionals the ethical challenges that accompany them and the requirements it developers must address to increase apps
184,The role of utilitarian and hedonic aspects in the continuance intention to use social mobile apps,"… intention to use social mobile Apps, considering two utilitarian … As social mobile Apps may
be utilitarian or hedonic, we aim … in utilitarian Apps (ie, TripAdvisor) and hedonic Apps (ie, …","K Akdim, LV Casaló, C Flavián",2022,Journal of Retailing and Consumer …,mobile application,https://www.sciencedirect.com/science/article/pii/S0969698921004549,https://www.sciencedirect.com/science/article/pii/S0969698921004549,pdf_failed,the role of utilitarian and hedonic aspects in the continuance intention to use social mobile apps intention to use social mobile apps considering two utilitarian as social mobile apps may be utilitarian or hedonic we aim in utilitarian apps ie tripadvisor and hedonic apps ie
185,Screen recognition: Creating accessibility metadata for mobile applications from pixels,"… Unfortunately, many apps do not provide su cient metadata for accessibility features to work
… metadata for mobile apps from their pixels, as the visual interfaces often best re ect an app’s …","X Zhang, L De Greef, A Swearngin, S White…",2021,Proceedings of the …,mobile application,https://dl.acm.org/doi/pdf/10.1145/3411764.3445186,https://dl.acm.org/doi/abs/10.1145/3411764.3445186,pdf_failed,screen recognition creating accessibility metadata for mobile applications from pixels unfortunately many apps do not provide su cient metadata for accessibility features to work metadata for mobile apps from their pixels as the visual interfaces often best re ect an app s
186,User interface design & evaluation of mobile applications,"… different mobile application designs for student projects besides the evaluation of mobile
application … of the interface design of the mobile application for student projects to solve design …",N Samrgandi,2021,International Journal of Computer Science & …,mobile application,https://www.researchgate.net/profile/Najwa-Samrgandi/publication/349087972_User_Interface_Design_Evaluation_of_Mobile_Applications/links/60228c0d299bf1cc26b3e2b0/User-Interface-Design-Evaluation-of-Mobile-Applications.pdf,https://www.researchgate.net/profile/Najwa-Samrgandi/publication/349087972_User_Interface_Design_Evaluation_of_Mobile_Applications/links/60228c0d299bf1cc26b3e2b0/User-Interface-Design-Evaluation-of-Mobile-Applications.pdf,pdf_failed,user interface design evaluation of mobile applications different mobile application designs for student projects besides the evaluation of mobile application of the interface design of the mobile application for student projects to solve design
187,"Technology, privacy, and user opinions of COVID-19 mobile apps for contact tracing: Systematic search and content analysis","… The results of this study show that South Korea was the first country to use a mobile app for
contact tracing during the COVID-19 pandemic. The South Korean app, Corona 100m, was …","M Elkhodr, O Mubin, Z Iftikhar, M Masood…",2021,Journal of medical …,mobile application,https://www.jmir.org/2021/2/e23467/,https://www.jmir.org/2021/2/e23467/,pdf_failed,technology privacy and user opinions of covid mobile apps for contact tracing systematic search and content analysis the results of this study show that south korea was the first country to use mobile app for contact tracing during the covid pandemic the south korean app corona was
188,Breathing: A powerfull tool for physical & neuropsychological regulation. The role of mobile apps,"… In addition, we examine the role of mobile applications as breathing training tools. The
method … the effectiveness of mobile breathing applications in various aspects of human health. …","A Drigas, E Mitsea",2022,Technium Soc. Sci. J,mobile application,,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/techssj28&section=13,no_pdf,breathing powerfull tool for physical neuropsychological regulation the role of mobile apps in addition we examine the role of mobile applications as breathing training tools the method the effectiveness of mobile breathing applications in various aspects of human health
189,Effectiveness of mobile apps to promote health and manage disease: systematic review and meta-analysis of randomized controlled trials,"… apps has become increasingly common [7]. With an estimated 325,000 health care–related
apps now in existence [8], the global health app … the effectiveness of mobile apps for the …","SJ Iribarren, TO Akande, KJ Kamp, D Barry…",2021,JMIR mHealth and …,mobile application,https://mhealth.jmir.org/2021/1/e21563/,https://mhealth.jmir.org/2021/1/e21563/,pdf_failed,effectiveness of mobile apps to promote health and manage disease systematic review and metaanalysis of randomized controlled trials apps has become increasingly common with an estimated health care related apps now in existence the global health app the effectiveness of mobile apps for the
190,Customers' perceived value and dining choice through mobile apps in Indonesia,"… with mobile applications (hereafter, “app” or “apps”). For example, mobile apps such as “…
Alibaba-owned mobile app “Taobao” have gained popularity in mobile commerce (hereafter…","AM Shah, X Yan, SAA Shah, M Ali",2021,Asia Pacific Journal of Marketing …,mobile application,https://www.emerald.com/apjml/article/33/1/1/513426,https://www.emerald.com/apjml/article/33/1/1/513426,pdf_failed,customers perceived value and ning choice through mobile apps in indonesia with mobile applications hereafter app or apps for example mobile apps such as  alibabaowned mobile app taobao have gained popularity in mobile commerce hereafter
191,Design and implementation of smart hydroponics farming using IoT‐Based AI controller with mobile application system,"… of mobile application integrated … mobile application, which is connected over IoT environment.
In this manner, the farmer can continuously track the status of his field using the mobile app…","SVS Ramakrishnam Raju, B Dappuri…",2022,Journal of …,mobile application,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2022/4435591,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/4435591,pdf_failed,design and implementation of smart hydroponics farming using iot based ai controller with mobile application system of mobile application integrated mobile application which is connected over iot environment in this manner the farmer can continuously track the status of his field using the mobile app
192,Enhancing English vocabulary learning through mobile apps: A new paradigm in educational technology,"… This study explores the effectiveness of mobile applications … perception and usage of mobile
application patterns used in … This paper outlines a survey on preferences for mobile apps …",Z Kayra,2024,… Studies in English Language Teaching and …,mobile application,https://pdfs.semanticscholar.org/f299/89c27ab349770b01ca0f43c73a95322d83be.pdf,https://pdfs.semanticscholar.org/f299/89c27ab349770b01ca0f43c73a95322d83be.pdf,pdf_downloaded,enhancing english vocabulary learning through mobile apps new paradigm in educational technology this study explores the effectiveness of mobile applications perception and usage of mobile application patterns used in this paper outlines survey on preferences for mobile apps
193,Augmented reality mobile apps for cultural heritage reactivation,"… augmented reality with mobile apps impacted learning during a … user perception when the
proposed Mobile App was and was not … insights into technological applications for reactivating …","M Hincapié, C Díaz, MI Zapata-Cárdenas…",2021,Computers & Electrical …,mobile application,,https://www.sciencedirect.com/science/article/pii/S0045790621002639,no_pdf,augmented reality mobile apps for cultural heritage reactivation augmented reality with mobile apps impacted learning during user perception when the proposed mobile app was and was not insights into technological applications for reactivating
194,Examining travel mobile app attributes and its impact on consumer engagement: An application of SOR framework,"… of mobile app attributes in influencing consumer engagement with a special focus on travel
mobile apps… ’ behavioral intentions to use the travel app. As part of qualitative research, focus …","P Tak, M Gupta",2021,Journal of Internet Commerce,mobile application,,https://www.tandfonline.com/doi/abs/10.1080/15332861.2021.1891517,no_pdf,examining travel mobile app attributes and its impact on consumer engagement an application of sor framework of mobile app attributes in influencing consumer engagement with special focus on travel mobile apps behavioral intentions to use the travel app as part of qualitative research focus
195,User experience analysis on mobile application design using user experience questionnaire,"… Nowadays, it is essential to use all concepts of Human-Computer Interaction to understand
mobile application design usability. This manuscript aims to analyze a mobile application …","ID Sabukunze, A Arakaza",2021,Indonesian Journal of Information …,mobile application,https://ojs.uajy.ac.id/index.php/IJIS/article/download/4646/2254,https://ojs.uajy.ac.id/index.php/IJIS/article/view/4646,pdf_downloaded,user experience analysis on mobile application design using user experience questionnaire nowadays it is essential to use all concepts of humancomputer interaction to understand mobile application design usability this manuscript aims to analyze mobile application
196,Characterization and prediction of mobile-app traffic using Markov modeling,"… The objective of this work is to model mobile applications’ network traffic at three different
granularities: (i) version, (ii) application, and (iii) category. In detail, we point to model the …","G Aceto, G Bovenzi, D Ciuonzo…",2021,… on Network and …,mobile application,https://www.academia.edu/download/86500832/_J__Traffic_Modeling_on_MIRAGE2020___TNSM.pdf,https://ieeexplore.ieee.org/abstract/document/9321360/,pdf_failed,characterization and prediction of mobileapp traffic using markov modeling the objective of this work is to model mobile applications network traffic at three different granularities version ii application and iii category in detail we point to model the
197,Human monkeypox classification from skin lesion images with deep pre-trained network using mobile application,"… an Android mobile application that uses deep learning to assist this situation. The application
has … Video images gathered through the mobile device’s camera are dispatched to a deep …","VH Sahin, I Oztel, G Yolcu Oztel",2022,Journal of medical systems,mobile application,https://pmc.ncbi.nlm.nih.gov/articles/PMC9548428/pdf/10916_2022_Article_1863.pdf,https://link.springer.com/article/10.1007/s10916-022-01863-7,pdf_failed,human monkeypox classification from skin lesion images with deep pretrained network using mobile application an android mobile application that uses deep learning to assist this situation the application has video images gathered through the mobile device s camera are dispatched to deep
198,Effectiveness of mobile app-based psychological interventions for college students: a systematic review of the literature,"… , and efficacy outcomes of mobile app interventions addressing mental health for college
students. A search of mobile apps commercially available in the app store was not conducted in …","C Oliveira, A Pereira, P Vagos, C Nóbrega…",2021,Frontiers in …,mobile application,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.647606/full,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.647606/full,pdf_failed,effectiveness of mobile appbased psychological interventions for college students systematic review of the literature and efficacy outcomes of mobile app interventions addressing mental health for college students search of mobile apps commercially available in the app store was not conducted in
199,Gamification in personal health management: a focus on mobile apps,"… This review article explores the concept and applications of gamification in personal health
management, with a focus on mobile apps. Gamification is the use of game elements and …","JC Auza-Santiváñez, JAC Díaz, OAV Cruz…",2024,SAP Gamification and …,mobile application,https://gr.southam.pub/index.php/gr/article/download/32/214,https://gr.southam.pub/index.php/gr/article/view/32,pdf_downloaded,gamification in personal health management focus on mobile apps this review article explores the concept and applications of gamification in personal health management with focus on mobile apps gamification is the use of game elements and
200,ForestScanner: A mobile application for measuring and mapping trees with LiDAR‐equipped iPhone and iPad,"… We here introduce ForestScanner, a free, mobile application that allows LiDAR-based forest
inventories by means of iPhone or iPad with a built-in LiDAR sensor. ForestScanner does …","S Tatsumi, K Yamaguchi…",2023,Methods in Ecology and …,mobile application,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/2041-210X.13900,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.13900,pdf_failed,forestscanner mobile application for measuring and mapping trees with lidar equipped iphone and ipad we here introduce forestscanner free mobile application that allows lidarbased forest inventories by means of iphone or ipad with builtin lidar sensor forestscanner does
